Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled
0,44,47,35,44,3567.2,3645.6,8875,8449,1538443,1540729,1539586,14674925,22484648,1442582,22032395,22070072,22051233.5,207.1,115.2,1.744,155.325,124.26,62.13,1.442582,15.0760335,15.379378
5,43,47,35,44,3645.6,3567.2,8662,8449,1537582,1537582,1537582,18082464,18083782,1556059,23818718,23817747,23818232.5,207.2,115.2,1.656,155.4,124.32,62.16,1.556059,16.9706065,19.730916
10,43,47,35,44,3567.2,3567.2,8875,8449,1530173,1530173,1530173,15435576,15435915,1555716,16475990,16475646,16475818,207.3,115.2,1.657,155.475,124.38,62.19,1.555716,14.710829,14.7673135
15,44,47,35,44,3567.2,3645.6,8662,8662,1548478,1548428,1548453,18267645,18267062,1543454,22983172,22977488,22980330,207.4,115.3,1.656,155.55,124.44,62.22,1.543454,15.608314,16.2789895
20,43,47,35,44,3567.2,3567.2,8662,8662,1544990,1545040,1545015,15466527,15465983,1534429,15638103,15642008,15640055.5,207.4,115.3,1.657,155.55,124.44,62.22,1.534429,14.153957,16.612285
25,44,47,35,44,3645.6,3567.2,8662,8662,1564048,1564048,1564048,15577013,15577654,1543369,15130233,15132643,15131438,207.6,115.2,1.661,155.7,124.56,62.28,1.543369,13.323388,14.0932235
30,44,47,35,44,3567.2,3567.2,8662,8662,1536228,1536228,1536228,17087464,17088796,1533059,16902420,16908657,16905538.5,207.7,115.4,1.655,155.775,124.62,62.31,1.533059,14.5262855,16.5553815
35,43,47,35,44,3567.2,3567.2,8662,8449,1542179,1542179,1542179,18136782,18136328,1543891,23562897,23554523,23558710,207.7,115.4,1.654,155.775,124.62,62.31,1.543891,16.9678205,21.229876
40,44,47,35,44,3567.2,3645.6,8662,8662,1343512,1343055,1343283.5,9681653,9679796,1424483,9852001,9821681,9836841,207.8,115.3,1.657,155.85,124.68,62.34,1.424483,9.654506,10.312374
45,43,47,35,44,3567.2,3567.2,8662,8662,436820,437233,437026.5,11766963,11768199,329271,17467362,17494056,17480709,207.3,115.3,1.657,155.475,124.38,62.19,0.329271,8.453652,8.95415
50,43,47,35,44,3567.2,3567.2,8662,8662,1539568,1539612,1539590,15146963,15146744,1530476,15683026,15688829,15685927.5,207.3,115.4,1.705,155.475,124.38,62.19,1.530476,15.472329,17.4326305
55,43,47,35,44,3567.2,3567.2,8662,8662,1540127,1540127,1540127,15542100,15545169,1538914,15585638,15584948,15585293,207.4,115.3,1.655,155.55,124.44,62.22,1.538914,14.4059515,16.1184915
60,44,47,35,45,3645.6,3567.2,8662,8662,1548059,1548059,1548059,16989328,16982649,1541091,17380502,17389472,17384987,207.5,115.3,1.658,155.625,124.5,62.25,1.541091,14.702698,16.374652
65,43,47,35,44,3567.2,3567.2,8662,8662,1549535,1549535,1549535,18653832,18654828,1551000,23155697,23146405,23151051,207.5,115.3,1.655,155.625,124.5,62.25,1.551,16.230731,20.343542
70,43,47,35,44,3567.2,3567.2,8662,8662,1532030,1532030,1532030,16365246,16367580,1546658,17362253,17363309,17362781,207.6,115.3,1.655,155.7,124.56,62.28,1.546658,14.6566745,16.4911
75,44,47,35,44,3645.6,3567.2,8875,8662,1534550,1534492,1534521,18669180,18669268,1546749,25131023,25123683,25127353,207.7,115.3,1.656,155.775,124.62,62.31,1.546749,14.23951,14.6543695
80,43,47,35,44,3645.6,3567.2,8662,8662,1539062,1539120,1539091,16148575,16147974,1534272,15707172,15715888,15711530,207.7,115.3,1.656,155.775,124.62,62.31,1.534272,14.5241065,16.5691525
85,43,47,35,44,3645.6,3567.2,8662,8662,1535698,1535698,1535698,16015277,16015722,1735818,16733508,16736394,16734951,207.9,115.2,1.658,155.925,124.74,62.37,1.735818,22.2136705,22.6235285
90,44,47,35,44,3567.2,3645.6,8662,8449,853293,853169,853231,11646544,11613950,1058076.5,12451695,12439307,12445501,207.7,115.2,1.657,155.775,124.62,62.31,1.0580765,13.421122,14.8558905
