Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
85,44,43,32,41,3567.2,3567.2,8662,8449,1534602,1534567,1534584.5,435892509,435919231,435905870,658713870,658687379,658700624.5,171639837,381612,559479,5050880,233.3,114.4,1.9,174.98,139.98,69.99,1.53,435.91,658.7,1716.4,3.82,5.59,50.51,0,0,0,0,0,0
90,44,42,32,41,3567.2,3567.2,8662,8236,840143,840141,840142,376200312,376372514,376286413,561458700,561299000,561378850,226421,177951200,594681,227075,233.3,114.5,1.87,174.98,139.98,69.99,0.84,376.29,561.38,2.26,1779.51,5.95,2.27,0,0,0,0,0,0
95,44,43,32,40,3488.8,3567.2,8662,8236,929398,929435,929416.5,395533471,395330578,395432024.5,594738751,594932707,594835729,273936,175532268,2196019,314074,233.2,114.5,1.88,174.9,139.92,69.96,0.93,395.43,594.84,2.74,1755.32,21.96,3.14,0,0.6,0,4,0,4096
100,44,43,32,41,3488.8,3567.2,8662,8449,1517455,1517455,1517455,409490568,409496085,409493326.5,616991467,616989000,616990233.5,174036489,391695,3114474,1466624,233.3,114.4,1.87,174.98,139.98,69.99,1.52,409.49,616.99,1740.36,3.92,31.14,14.67,0,0.8,0,3.8,0,3891.2
105,45,43,33,41,3567.2,3567.2,8662,8236,1528856,1528856,1528856,434729827,434746810,434738318.5,656069777,656064900,656067338.5,171485672,347620,586448,5186034,233.4,114.4,1.88,175.05,140.04,70.02,1.53,434.74,656.07,1714.86,3.48,5.86,51.86,0,0,0,0,0,0
110,45,42,32,40,3488.8,3567.2,8662,8236,1541608,1541608,1541608,441829405,441810156,441819780.5,668131723,668131088,668131405.5,170957579,743854,2016035,3540198,233.5,114.4,1.88,175.13,140.1,70.05,1.54,441.82,668.13,1709.58,7.44,20.16,35.4,0,0.4,0,6.3,0,6451.2
115,45,42,32,41,3567.2,3567.2,8449,8236,1555833,1555833,1555833,386537953,386550153,386544053,575125786,575122063,575123924.5,1881889,175966292,1255896,482870,233.5,114.4,1.88,175.13,140.1,70.05,1.56,386.54,575.12,18.82,1759.66,12.56,4.83,0,0,0,0,0,0
120,45,42,33,41,3567.2,3567.2,8662,8449,1526688,1526688,1526688,415441866,415431306,415436586,621046363,621052433,621049398,174194609,375022,2801264,489020,233.8,114.4,1.88,175.35,140.28,70.14,1.53,415.44,621.05,1741.95,3.75,28.01,4.89,0,0,0,0,0,0
125,45,43,33,41,3567.2,3567.2,8662,8236,1525962,1525962,1525962,445105540,445124110,445114825,675756786,675754093,675755439.5,169564853,399204,1854627,5649202,233.6,114.4,1.87,175.2,140.16,70.08,1.53,445.11,675.76,1695.65,3.99,18.55,56.49,0,0.2,0,1.2,0,1228.8
130,45,42,33,41,3567.2,3567.2,8449,8236,1551750,1551750,1551750,404054085,404025514,404039799.5,603582926,603584568,603583747,393249,175989134,2594033,401002,233.2,114.2,1.93,174.9,139.92,69.96,1.55,404.04,603.58,3.93,1759.89,25.94,4.01,0,1.4,0,8.2,0,8396.8
135,45,42,33,41,3567.2,3567.2,8662,8236,1528258,1528258,1528258,421910171,421932030,421921100.5,634218817,634226617,634222717,171208216,2255300,1787445,2512788,233.4,114.4,1.87,175.05,140.04,70.02,1.53,421.92,634.22,1712.08,22.55,17.87,25.13,0,0,0,0,0,0
140,45,43,33,41,3567.2,3567.2,8449,8236,351582,351574,351578,419630454,419568696,419599575,638229453,638225168,638227310.5,171473324,72459,177824,5527578,233.4,114.3,1.88,175.05,140.04,70.02,0.35,419.6,638.23,1714.73,0.72,1.78,55.28,0,0.4,0,2.3,0,2355.2
145,45,43,33,40,3567.2,3567.2,8662,8236,1397065,1397071,1397068,396867689,396914659,396891174,595798314,595793097,595795705.5,355381,175725845,2003835,400824,233.4,114.5,1.87,175.05,140.04,70.02,1.4,396.89,595.8,3.55,1757.26,20.04,4.01,0,0.2,0,1.6,0,1638.4
150,45,43,33,41,3567.2,3567.2,8662,8236,1531936,1531938,1531937,417674210,417674983,417674596.5,631100488,631103352,631101920,34457318,138601167,2534264,2954348,233.7,114.5,1.88,175.28,140.22,70.11,1.53,417.67,631.1,344.57,1386.01,25.34,29.54,0,0,0,0,0,0
155,45,43,33,41,3567.2,3567.2,8662,8236,1524350,1524350,1524350,400780133,400783237,400781685,599738438,599734801,599736619.5,142873276,32911130,2043900,715018,233.7,114.5,1.87,175.28,140.22,70.11,1.52,400.78,599.74,1428.73,329.11,20.44,7.15,0,0,0,0,0,0
160,45,42,33,41,3567.2,3567.2,8662,8236,1531575,1531573,1531574,396493967,396520126,396507046.5,594730895,594730929,594730912,399036,175755738,1029503,2360799,233.7,114.4,1.88,175.28,140.22,70.11,1.53,396.51,594.73,3.99,1757.56,10.3,23.61,0,0.8,0,2.6,0,2662.4
165,45,43,33,41,3567.2,3567.2,8449,8236,1565958,1565960,1565959,379778243,379765909,379772076,564073156,564070677,564071916.5,2435524,175769794,542335,423621,233.8,114.4,1.88,175.35,140.28,70.14,1.57,379.77,564.07,24.36,1757.7,5.42,4.24,0,0,0,0,0,0
170,45,43,33,41,3567.2,3567.2,8662,8449,1545386,1545386,1545386,475195110,475191089,475193099.5,732283785,732287644,732285714.5,165767340,364975,2402357,8332179,233.9,114.4,1.88,175.43,140.34,70.17,1.55,475.19,732.29,1657.67,3.65,24.02,83.32,0,0.2,0,2.4,0,2457.6
175,45,43,33,41,3567.2,3567.2,8449,8449,1539620,1539620,1539620,401691102,401674404,401682753,599250094,599250594,599250344,393814,175841468,1990421,472343,233.5,114.3,1.89,175.13,140.1,70.05,1.54,401.68,599.25,3.94,1758.41,19.9,4.72,0,0.2,0,0.8,0,819.2
180,45,43,33,41,3488.8,3567.2,8662,8449,1543086,1543086,1543086,394813850,394816662,394815256,591426305,591428788,591427546.5,421419,175859932,2438292,542891,233.5,114.4,1.92,175.13,140.1,70.05,1.54,394.82,591.43,4.21,1758.6,24.38,5.43,0,0,0,0,0,0
185,45,43,33,41,3567.2,3567.2,8662,8449,1192861,1192897,1192879,410341074,410495849,410418461.5,616748651,616755943,616752297,171944334,2184968,295318,3063220,233.4,114.4,1.88,175.05,140.04,70.02,1.19,410.42,616.75,1719.44,21.85,2.95,30.63,0,0.6,0,4.3,0,4403.2
190,45,43,33,41,3488.8,3567.2,8662,8449,555923,555887,555905,427107604,426987926,427047765,652361662,652352163,652356912.5,222601,171829809,3428880,2319405,233.5,114.3,1.88,175.13,140.1,70.05,0.56,427.05,652.36,2.23,1718.3,34.29,23.19,0,0.8,0,5.2,0,5324.8
195,45,43,33,41,3488.8,3567.2,8662,8236,1535381,1535381,1535381,414128219,414093616,414110917.5,622120589,622120500,622120544.5,173090364,371142,4513297,451084,233.6,114.4,1.88,175.2,140.16,70.08,1.54,414.11,622.12,1730.9,3.71,45.13,4.51,0,0,0,0,0,0
200,45,43,33,41,3567.2,3567.2,8662,8449,1558366,1558366,1558366,436903254,436937848,436920551,663822042,663827986,663825014,31080976,140846811,485271,5246374,233.7,114.4,1.87,175.28,140.22,70.11,1.56,436.92,663.83,310.81,1408.47,4.85,52.46,0,0.2,0,2.4,0,2457.6
205,45,43,33,41,3567.2,3567.2,8449,8236,1548281,1548281,1548281,394520680,394489130,394504905,589934636,589935417,589935026.5,175634542,340494,2569900,390041,233.7,114.5,1.88,175.28,140.22,70.11,1.55,394.5,589.94,1756.35,3.4,25.7,3.9,0,0,0,0,0,0
210,45,42,33,41,3567.2,3567.2,8449,8449,1528498,1528498,1528498,398579082,398575737,398577409.5,597412515,597408593,597410554,415035,175664903,2071090,372549,233.8,114.5,1.88,175.35,140.28,70.14,1.53,398.58,597.41,4.15,1756.65,20.71,3.73,0,0,0,0,0,0
215,45,42,33,41,3567.2,3567.2,8662,8449,1522034,1522034,1522034,422701129,422734801,422717965,640401749,640404895,640403322,104239190,67848528,537805,5655180,233.9,114.4,1.88,175.43,140.34,70.17,1.52,422.72,640.4,1042.39,678.49,5.38,56.55,0,0.2,0,1.8,0,1843.2
220,45,43,33,41,3488.8,3567.2,8449,8236,1537357,1537357,1537357,427474788,427443439,427459113.5,640837808,640836426,640837117,173225173,391368,3913855,851458,234,114.4,1.88,175.5,140.4,70.2,1.54,427.46,640.84,1732.25,3.91,39.14,8.51,0,1.2,0,7,0,7168
225,45,43,33,41,3567.2,3567.2,8662,8236,1543996,1543996,1543996,397071082,397078530,397074806,595372970,595370179,595371574.5,402011,175690451,2447094,471006,233.4,114.4,1.96,175.05,140.04,70.02,1.54,397.07,595.37,4.02,1756.9,24.47,4.71,0,0,0,0,0,0
230,45,44,33,41,3567.2,3567.2,8449,8449,1543812,1543812,1543812,398772086,398775822,398773954,593276679,593270106,593273392.5,731713,175883185,1661718,513063,233.4,114.5,1.88,175.05,140.04,70.02,1.54,398.77,593.27,7.32,1758.83,16.62,5.13,0,0.6,0,4.1,0,4198.4
235,45,43,33,41,3567.2,3567.2,8662,8236,668037,668081,668059,418831776,418741008,418786392,639675615,639691867,639683741,171774640,49060,3292600,2012937,233.4,114.4,1.88,175.05,140.04,70.02,0.67,418.79,639.68,1717.75,0.49,32.93,20.13,0,0,0,0,0,0
240,45,43,33,41,3488.8,3567.2,8662,8236,1083790,1083734,1083762,398312598,398418995,398365796.5,593169118,593156872,593162995,175502893,361146,471565,2030628,233.6,114.4,1.88,175.2,140.16,70.08,1.08,398.37,593.16,1755.03,3.61,4.72,20.31,0,0,0,0,0,0
245,45,43,33,41,3567.2,3567.2,8662,8449,1541947,1541959,1541953,506906300,506887200,506896750,782223662,782216747,782220204.5,129735857,33528770,2810069,9940034,233.6,114.5,1.88,175.2,140.16,70.08,1.54,506.9,782.22,1297.36,335.29,28.1,99.4,0,0.2,0,1.6,0,1638.4
250,45,43,33,41,3567.2,3567.2,8662,8236,1543986,1543986,1543986,529500428,529485696,529493062,820199431,820206581,820203006,523326,160884869,14100893,560767,233.6,114.5,1.88,175.2,140.16,70.08,1.54,529.49,820.2,5.23,1608.85,141.01,5.61,0,1.4,0,5,0,5120
255,45,43,33,41,3567.2,3567.2,8662,8236,1538600,1538600,1538600,420043588,420053088,420048338,633969864,633970313,633970088.5,173271685,411541,2022008,2072385,233.7,114.4,1.88,175.28,140.22,70.11,1.54,420.05,633.97,1732.72,4.12,20.22,20.72,0,0.2,0,0.8,0,819.2
260,45,43,33,41,3567.2,3567.2,8449,8449,1548037,1548037,1548037,482206127,482222905,482214516,738041890,738035261,738038575.5,88081851,79165103,588054,9001352,233.9,114.5,1.88,175.43,140.34,70.17,1.55,482.21,738.04,880.82,791.65,5.88,90.01,0,0.2,0,2.4,0,2457.6
265,45,43,33,41,3567.2,3567.2,8449,8236,1540132,1540132,1540132,388536298,388534324,388535311,581089445,581087731,581088588,175716370,761056,520770,1940529,233.9,114.5,1.88,175.43,140.34,70.17,1.54,388.54,581.09,1757.16,7.61,5.21,19.41,0,0,0,0,0,0
270,45,43,33,41,3567.2,3567.2,8449,8449,1540861,1540861,1540861,380143088,380139049,380141068.5,564049293,564053229,564051261,2699085,175752339,532517,436570,233.7,114.5,1.88,175.28,140.22,70.11,1.54,380.14,564.05,26.99,1757.52,5.33,4.37,0,0,0,0,0,0
275,45,43,33,41,3488.8,3567.2,8662,8449,1518002,1518002,1518002,425289462,425274841,425282151.5,642197520,642201297,642199408.5,171651478,360994,2375110,3526412,233.4,114.4,1.94,175.05,140.04,70.02,1.52,425.28,642.2,1716.51,3.61,23.75,35.26,0,0.2,0,0.6,0,614.4
280,45,43,33,41,3567.2,3567.2,8662,8236,1523020,1523020,1523020,434112558,434127179,434119868.5,662469488,662445995,662457741.5,171405041,258860,2195296,3518591,233.4,114.5,1.88,175.05,140.04,70.02,1.52,434.12,662.46,1714.05,2.59,21.95,35.19,0,0.8,0,3.4,0,3481.6
285,45,42,33,41,3488.8,3567.2,8662,8236,222627,222627,222627,387255979,387264652,387260315.5,582203580,582226920,582215250,174883338,1033745,216981,2227604,233.5,114.5,1.88,175.13,140.1,70.05,0.22,387.26,582.22,1748.83,10.34,2.17,22.28,0,0,0,0,0,0
290,45,43,33,41,3488.8,3567.2,8662,8449,1552472,1552472,1552472,500965576,500967419,500966497.5,772466243,772464891,772465567,163728751,380040,7979282,3807861,233.5,114.4,1.88,175.13,140.1,70.05,1.55,500.97,772.47,1637.29,3.8,79.79,38.08,0,0.4,0,5.6,0,5734.4
295,45,43,33,41,3567.2,3567.2,8449,8449,1541306,1541306,1541306,433959653,433964180,433961916.5,653958052,653965706,653961879,171477321,368239,3540892,2179889,233.7,114.4,1.88,175.28,140.22,70.11,1.54,433.96,653.96,1714.77,3.68,35.41,21.8,0,0,0,0,0,0
300,45,42,33,41,3567.2,3567.2,8662,8236,1513587,1513587,1513587,399608998,399596752,399602875,596720574,596715745,596718159.5,132042956,43884249,522127,2019908,233.8,114.5,1.87,175.35,140.28,70.14,1.51,399.6,596.72,1320.43,438.84,5.22,20.2,0,0,0,0,0,0
305,45,42,33,41,3567.2,3567.2,8449,8236,1509045,1509045,1509045,380392547,380387819,380390183,563102905,563097341,563100123,2419639,176027678,634845,405455,233.8,114.5,1.88,175.35,140.28,70.14,1.51,380.39,563.1,24.2,1760.28,6.35,4.05,0,0.4,0,1,0,1024
310,45,43,33,41,3567.2,3567.2,8449,8236,1537043,1537043,1537043,473495502,473494496,473494999,729701277,729701100,729701188.5,66969681,100554969,1882690,7702389,233.8,114.5,1.88,175.35,140.28,70.14,1.54,473.49,729.7,669.7,1005.55,18.83,77.02,0,1,0,3.8,0,3891.2
315,45,43,33,41,3567.2,3567.2,8662,8236,1543782,1543782,1543782,426754085,426764725,426759405,648008555,648013781,648011168,171285712,440250,488010,5811247,234,114.5,1.88,175.5,140.4,70.2,1.54,426.76,648.01,1712.86,4.4,4.88,58.11,0,0,0,0,0,0
320,45,43,33,41,3488.8,3567.2,8662,8236,1541679,1541679,1541679,445581219,445560642,445570930.5,676870192,676871798,676870995,155961257,14709675,3950387,2733634,233.4,114.5,1.9,175.05,140.04,70.02,1.54,445.57,676.87,1559.61,147.1,39.5,27.34,0,0.2,0,4,0,4096
325,45,43,33,41,3567.2,3567.2,8449,8236,1529831,1529825,1529828,398166623,398197220,398181921.5,596590174,596586519,596588346.5,412644,175789431,468245,2024769,233.4,114.4,1.91,175.05,140.04,70.02,1.53,398.18,596.59,4.13,1757.89,4.68,20.25,0,0,0,0,0,0
330,45,42,33,41,3567.2,3567.2,8662,8236,869425,870750,870087.5,393392251,393377578,393384914.5,591351707,591685726,591518716.5,174918780,265784,2855453,260147,233.6,114.5,1.88,175.2,140.16,70.08,0.87,393.38,591.52,1749.19,2.66,28.55,2.6,0,0,0,0,0,0
335,45,43,33,41,3488.8,3567.2,8662,8236,894533,893214,893873.5,430513480,430498420,430505950,655919611,655585950,655752780.5,171744570,185025,4743029,374134,233.6,114.5,1.88,175.2,140.16,70.08,0.89,430.51,655.75,1717.45,1.85,47.43,3.74,0,0.6,0,3.2,0,3276.8
340,45,43,33,41,3567.2,3567.2,8449,8236,1564799,1564799,1564799,396683077,396717959,396700518,595435938,595440810,595438374,411657,175900665,545175,2752798,233.6,114.4,1.87,175.2,140.16,70.08,1.56,396.7,595.44,4.12,1759.01,5.45,27.53,0,1,0,5,0,5120
345,45,43,33,41,3567.2,3567.2,8449,8236,1524134,1524134,1524134,431459545,431423255,431441400,645706052,645703633,645704842.5,172883466,321061,3948378,435302,233.7,114.5,1.88,175.28,140.22,70.11,1.52,431.44,645.7,1728.83,3.21,39.48,4.35,0,0,0,0,0,0
350,45,43,33,41,3567.2,3567.2,8662,8236,1574130,1574130,1574130,429306004,429309774,429307889,651630949,651629171,651630060,102185852,70481470,2174442,3047753,233.7,114.5,1.88,175.28,140.22,70.11,1.57,429.31,651.63,1021.86,704.81,21.74,30.48,0,0.4,0,4,0,4096
355,45,42,33,41,3567.2,3488.8,8662,8449,1526163,1526163,1526163,432504121,432520864,432512492.5,651600598,651596706,651598652,171413383,383911,507323,5572307,233.9,114.5,1.88,175.43,140.34,70.17,1.53,432.51,651.6,1714.13,3.84,5.07,55.72,0,0,0,0,0,0
360,45,43,33,41,3567.2,3567.2,8662,8449,1534811,1534811,1534811,437251925,437250604,437251264.5,657845038,657849675,657847356.5,171843606,381937,3258676,2077576,234,114.4,1.88,175.5,140.4,70.2,1.53,437.25,657.85,1718.44,3.82,32.59,20.78,0,0,0,0,0,0
365,45,43,33,41,3567.2,3567.2,8449,8449,1534377,1534377,1534377,380294273,380290422,380292347.5,563665414,563682323,563673868.5,407674,178215063,533367,567133,233.8,114.4,1.88,175.35,140.28,70.14,1.53,380.29,563.67,4.08,1782.15,5.33,5.67,0,0.8,0,4.8,0,4915.2
370,45,43,33,41,3488.8,3567.2,8662,8236,1537740,1537740,1537740,402381028,402365599,402373313.5,602123500,602110280,602116890,175442401,368826,1940976,761863,233.4,114.3,1.92,175.05,140.04,70.02,1.54,402.37,602.12,1754.42,3.69,19.41,7.62,0,0.8,0,4.2,0,4300.8
375,45,42,33,41,3567.2,3567.2,8662,8449,1516516,1516516,1516516,414375613,414388143,414381878,623417887,623423575,623420731,171162107,2682728,479129,3980119,233.4,114.3,1.88,175.05,140.04,70.02,1.52,414.38,623.42,1711.62,26.83,4.79,39.8,0,0.2,0,1.9,0,1945.6
380,45,43,33,41,3567.2,3567.2,8662,8449,358621,359563,359092,416325173,416335673,416330423,635215310,635359221,635287265.5,171756263,83842,3232015,1883639,233.5,114.2,1.88,175.13,140.1,70.05,0.36,416.33,635.29,1717.56,0.84,32.32,18.84,0,0.2,0,0.7,0,716.8
385,45,43,33,41,3567.2,3567.2,8662,8449,1416801,1415859,1416330,395474958,395475663,395475310.5,592987276,592837170,592912223,175421419,358056,459864,1941029,233.6,114.4,1.88,175.2,140.16,70.08,1.42,395.48,592.91,1754.21,3.58,4.6,19.41,0,0,0,0,0,0
390,45,43,33,41,3567.2,3567.2,8662,8449,1536380,1536380,1536380,398303989,398274263,398289126,593346967,593346094,593346530.5,402662,176241459,2208308,389653,233.7,114.3,1.88,175.28,140.22,70.11,1.54,398.29,593.35,4.03,1762.41,22.08,3.9,0,0,0,0,0,0
395,45,43,33,41,3567.2,3567.2,8662,8449,1544092,1544092,1544092,437499962,437504536,437502249,664390185,664387112,664388648.5,171474885,357321,3146167,2668553,233.6,114.4,1.88,175.2,140.16,70.08,1.54,437.5,664.39,1714.75,3.57,31.46,26.69,0,1.4,0,9.8,0,10035.2
400,45,43,33,41,3567.2,3645.6,8662,8449,1556317,1556317,1556317,398518654,398522426,398520540,598352737,598357271,598355004,175074975,664614,2466866,764762,233.7,114.4,1.87,175.28,140.22,70.11,1.56,398.52,598.36,1750.75,6.65,24.67,7.65,0,0.4,0,1.2,0,1228.8
405,45,43,33,41,3567.2,3567.2,8662,8449,1545755,1545755,1545755,433802821,433798518,433800669.5,655076802,655073943,655075372.5,171550027,373810,2123182,3671108,233.7,114.4,1.87,175.28,140.22,70.11,1.55,433.8,655.08,1715.5,3.74,21.23,36.71,0,0,0,0,0,0
410,45,43,33,41,3567.2,3567.2,8662,8449,1543029,1543029,1543029,434216502,434242808,434229655,660624344,660620889,660622616.5,171162347,416959,485669,5363859,233.8,114.5,1.88,175.35,140.28,70.14,1.54,434.23,660.62,1711.62,4.17,4.86,53.64,0,0.4,0,6.2,0,6348.8
415,45,43,33,41,3567.2,3567.2,8662,8236,1533105,1533105,1533105,489063024,489042070,489052547,752768012,752774311,752771161.5,165196457,349592,9824350,916546,233.5,114.5,1.88,175.13,140.1,70.05,1.53,489.05,752.77,1651.96,3.5,98.24,9.17,0,0,0,0,0,0
420,45,43,33,41,3567.2,3567.2,8662,8449,1530249,1530249,1530249,432728276,432726423,432727349.5,655368073,655366096,655367084.5,171027616,396681,2402238,4101587,233.4,114.4,1.92,175.05,140.04,70.02,1.53,432.73,655.37,1710.28,3.97,24.02,41.02,0,0,0,0,0,0
425,45,42,33,41,3567.2,3567.2,8662,8236,1211893,1212610,1212251.5,422024261,422042124,422033192.5,641453585,641532210,641492897.5,171590915,233938,1740942,3858354,233.4,114.5,1.88,175.05,140.04,70.02,1.21,422.03,641.49,1715.91,2.34,17.41,38.58,0,0.6,0,3,0,3072
430,45,43,33,41,3567.2,3567.2,8449,8449,571997,571280,571638.5,392778305,392780927,392779616,592541889,592462842,592502365.5,175560274,195826,227461,2116610,233.5,114.4,1.88,175.13,140.1,70.05,0.57,392.78,592.5,1755.6,1.96,2.27,21.17,0,0.8,0,5,0,5120
435,45,43,33,40,3488.8,3567.2,8449,8449,1558904,1558904,1558904,433099480,433079740,433089610,654430781,654430446,654430613.5,171003479,375546,6006571,457165,233.6,114.4,1.88,175.2,140.16,70.08,1.56,433.09,654.43,1710.03,3.76,60.07,4.57,0,0.2,0,0.4,0,409.6
440,45,42,33,41,3488.8,3567.2,8449,8449,1532151,1532151,1532151,435441053,435435753,435438403,657618897,657617558,657618227.5,171555996,390033,2135410,3609651,233.6,114.4,1.88,175.2,140.16,70.08,1.53,435.44,657.62,1715.56,3.9,21.35,36.1,0,0.2,0,5.7,0,5836.8
445,45,42,33,41,3567.2,3567.2,8449,8449,1526260,1526260,1526260,437216929,437214277,437215603,663777192,663807399,663792295.5,53944383,117900521,1962845,3866776,233.7,114.4,1.88,175.28,140.22,70.11,1.53,437.22,663.79,539.44,1179.01,19.63,38.67,0,0,0,0,0,0
