Time,ambienttemp,cpu0.dietemp,cpu0.memtemp,cpu1.dietemp,cpu1.memtemp,gbeth.temp,hddbp.temp,sp.temp,fan1.tach,fan2.tach,fan3.tach,fan4.tach,fan5.tach,fan6.tach
0,19.200,39,27,37.200,30,37.800,21,37.200,10020,10200,10440,9600,10920,10740
5,18.600,39,27,37.200,30,37.800,21,37.200,10020,10200,10440,9600,10920,10740
10,18.600,39,27,37.200,30.600,37.800,21,37.200,10080,10260,10440,9660,10860,10740
15,19.200,39,27,37.200,30.600,37.800,21,37.200,10080,10260,10440,9660,10860,10740
20,19.800,39.600,27,37.200,30,37.800,21,37.200,10020,10260,10440,9600,10920,10800
25,19.800,39.600,27,37.200,30,37.800,21,37.200,10020,10260,10440,9600,10920,10800
30,18.600,39.600,27,37.200,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10740
35,18.600,39.600,27,37.200,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10740
40,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
45,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
50,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
55,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
60,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9600,10920,10740
65,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9600,10920,10740
70,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
75,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
80,19.800,39.600,27,37.800,30.600,37.200,21,37.200,10020,10260,10440,9660,10920,10740
85,19.800,39.600,27,37.800,30.600,37.200,21,37.200,10020,10260,10440,9660,10920,10740
90,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10800
95,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10800
100,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9600,10920,10740
105,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9600,10920,10740
110,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
115,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
120,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
